required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,arrival_day_of_week,arrival_week_number,competitor_price_booking,competitor_price_expedia,competitor_price_hotels,competitor_price_trivago,competitor_min_price,competitor_max_price,competitor_avg_price,competitor_price_std,price_vs_competitors,price_advantage,is_cheapest,competitor_count,price_volatility,price_position_below,price_position_above
0,265,2018,6,24,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,25,136.74705439747504,121.27378789121903,132.78079531137806,143.58316578041416,121.27378789121903,143.58316578041416,133.5962008451216,9.348334859180483,-0.1391970784160263,0.05173243122286684,1,4,0.06945467108642622,1,0
0,3,2018,10,6,0,0,0,175.56,1,False,False,False,False,False,False,True,False,False,False,False,True,True,2,3,5,40,171.5172827757541,183.26526768887538,158.86197882526747,140.50560867633868,140.50560867633868,183.26526768887538,163.53753449155892,18.304737704849497,0.07351502238198188,-0.24948748775154428,0,4,0.11124961706405395,0,0
0,26,2018,3,3,0,0,0,67.87,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,5,9,69.52089479942397,80.90261631021686,64.24814926433365,75.91031903218845,64.24814926433365,80.90261631021686,72.64549485154073,7.28280326317978,-0.06573697187003806,-0.05637284150808948,0,4,0.09889000376548378,0,0
0,53,2018,5,18,0,0,0,126.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,4,20,143.49470232022568,158.3031684622207,142.26716193928667,169.19175022376572,142.26716193928667,169.19175022376572,153.3141957363747,12.851018014449352,-0.1722879972693081,0.10801622616078252,1,4,0.08327826194554135,1,0
0,202,2018,11,6,1,3,6,40.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,1,4,1,45,42.1636508892858,38.85651935579606,36.45915016540124,50.281172705199154,36.45915016540124,50.281172705199154,41.94012327892057,6.032488418280042,-0.046259360422426024,-0.09711827671614057,0,4,0.1404860526155361,0,0
0,21,2018,9,2,0,0,0,141.0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,6,35,171.4933671953431,144.20287499690752,163.04850898281055,162.18095040208976,144.20287499690752,171.4933671953431,160.23142539428773,11.481613833610753,-0.12002280668080063,0.02221089556623758,1,4,0.0712120097278352,1,0
1,33,2018,3,24,0,0,0,135.9,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,5,12,165.57735418981042,140.52280519603335,140.17964607908218,116.8510142038784,116.8510142038784,165.57735418981042,140.7827049172011,19.899176538885037,-0.034682562180296035,-0.16301943056211268,0,4,0.1403498159419786,0,0
0,73,2018,9,15,0,0,0,100.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,2,1,5,37,82.45589199259307,95.50810055610849,101.56016679685531,125.83102223583809,82.45589199259307,125.83102223583809,101.33879539534874,18.170298329320634,-0.013211084561699733,-0.21276961031460195,0,4,0.17755044173742998,0,0
0,40,2018,3,7,0,0,0,73.1,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,2,10,86.10458510180405,86.36245542318076,65.79324743557322,72.69859030551694,65.79324743557322,86.36245542318076,77.73971956651874,10.205451642443455,-0.05968274123434068,-0.111056268678359,0,4,0.1296099566854815,0,0
0,8,2018,6,14,0,0,0,76.08,0,False,True,False,False,False,False,False,False,False,False,False,True,True,1,2,3,24,78.50980166093781,80.79198741206744,83.80010888466379,67.63407665451017,67.63407665451017,83.80010888466379,77.6839936530448,7.04152637988623,-0.020647672417674786,-0.12487674502652674,0,4,0.0894912173743452,0,0
0,25,2017,11,22,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,2,47,82.86633218497953,82.77984768104126,76.5102249682522,89.26433923193687,76.5102249682522,89.26433923193687,82.85518601655247,5.207096943742199,-0.21549871377979202,0.15044034928701822,1,4,0.062096301863958085,1,0
0,59,2017,10,29,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,43,88.59437416672951,96.1492644300074,94.01679296084089,72.49171516559437,72.49171516559437,96.1492644300074,87.81303668079305,10.697860632045767,-0.032034385634773635,-0.17254778433415027,0,4,0.12045371976746423,0,0
0,31,2018,9,8,0,0,0,112.59,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,5,36,143.43652266598346,100.70321412557108,108.902373850775,136.9767238364138,100.70321412557108,143.43652266598346,122.50470861968583,20.879884554633158,-0.08093328600507839,-0.1180378002593521,0,4,0.16906144541362889,0,0
0,10,2018,8,13,0,0,0,156.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,0,33,182.06789736012365,135.56348057045034,172.93465901358059,156.73755947012822,135.56348057045034,182.06789736012365,161.8258991035707,20.402196512390365,-0.036001030340897654,-0.1507523954353555,0,4,0.1253006838882117,0,0
0,210,2017,10,8,0,0,0,72.75,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,6,40,67.97456246358429,71.37411871504153,75.56387614551824,93.7005902071522,67.97456246358429,93.7005902071522,77.15328688282406,11.45989005873738,-0.05707192863359819,-0.07025330304956405,0,4,0.14663350085223287,0,0
0,12,2018,2,6,0,0,0,109.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1,1,6,116.37512426144805,105.44009615952544,127.08094857859,121.79974823121081,105.44009615952544,127.08094857859,117.67397930769357,9.253250985249093,-0.07371195704203115,-0.03376233491942771,0,4,0.0779720292454136,0,0
0,10,2018,1,19,0,0,0,68.5,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,5,4,3,87.43219399997014,68.48980620166425,69.87475573081994,90.17901515116405,68.48980620166425,90.17901515116405,78.9939427709046,11.398923710797865,-0.1328449043408145,-0.00014883672331811966,0,4,0.1424973356225652,1,0
0,37,2017,9,16,0,0,0,94.5,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,5,37,114.76685551897613,83.07865231763569,88.62228722335153,105.98502773892304,83.07865231763569,114.76685551897613,98.11320569972159,14.780899425081317,-0.036826904940604165,-0.1374763235048268,0,4,0.14913148374861654,0,0
0,133,2018,4,25,0,0,0,80.75,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,2,17,69.8316932698749,105.64039952650506,71.66278275490193,79.75518860102233,69.8316932698749,105.64039952650506,81.72251603807605,16.51792387725146,-0.011900221447207253,-0.15635173971694608,0,4,0.19967869291655108,0,0
0,102,2018,5,16,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,2,20,85.86983388994486,64.40124580118352,71.54960264072133,101.78272241699246,64.40124580118352,101.78272241699246,80.90085118721053,16.53709126408566,-0.07293929668991404,-0.1645737449169299,0,4,0.20191598773845293,0,0
0,12,2018,2,23,0,0,0,79.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,4,8,77.33836215054535,89.46199670840953,83.62227086294814,84.0915520007882,77.33836215054535,89.46199670840953,83.6285454306728,4.960173853186108,-0.05534647777067721,-0.021485299187227906,0,4,0.05861112025432899,0,0
0,180,2018,10,10,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,41,98.78542085579521,94.44688643218542,109.54988835829381,155.17934587805215,94.44688643218542,155.17934587805215,114.49038538108164,27.859096527652092,0.048122945875145685,-0.2705553833811364,0,4,0.24122437929119303,0,0
0,86,2017,9,24,0,0,0,105.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,38,105.58813080400407,104.97469087268804,90.79472005324114,135.15590223529784,90.79472005324114,135.15590223529784,109.12836099130777,18.648873947122276,-0.03783032159382108,-0.15645491211855742,0,4,0.16933761457318153,0,0
0,2,2018,3,2,1,0,1,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,9,60.319157209576645,61.55233730823578,66.04467540470357,73.20964986404724,60.319157209576645,73.20964986404724,65.2814549466408,5.830079968243153,-0.0043114073801029705,-0.07760126313038399,0,4,0.08795944465818678,0,0
0,82,2018,10,26,0,0,0,80.39,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,4,43,96.20109430228473,79.28811873905082,78.6656251653326,87.668265880088,78.6656251653326,96.20109430228473,85.45577602168905,8.25637372646088,-0.05927950406071242,-0.021920309297018353,0,4,0.09549823165533342,0,0
0,96,2017,9,28,0,0,0,138.0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,2,2,3,39,134.5737470495292,144.75672373249242,138.7651453142034,134.03726916080993,134.03726916080993,144.75672373249242,138.03322131425875,4.955696833297591,-0.00024067622230679382,-0.029564395514771524,0,4,0.03564397621267912,0,0
0,34,2018,6,26,0,0,0,89.1,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,1,26,106.97888612039115,98.38444282334103,90.70641614773841,100.26489167239971,90.70641614773841,106.97888612039115,99.08365919096758,6.693206082199419,-0.1007598959554543,0.017710060830999633,1,4,0.06687611280706923,1,0
0,42,2018,11,2,0,0,0,73.37,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,4,44,60.18358055526211,80.34720277848122,83.16093846191463,83.14955108928574,60.18358055526211,83.16093846191463,76.71031822123592,11.097059799500553,-0.043544575210890064,-0.2191032724054991,0,4,0.14280033917642684,0,0
0,12,2018,3,2,0,0,0,109.33,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,4,9,105.13137912928357,122.51359979934429,131.80200924288974,102.70067647472656,102.70067647472656,131.80200924288974,115.53691616156104,13.97940887822707,-0.0537223631006526,-0.06454994994025023,0,4,0.1199569144154004,0,0
0,315,2018,9,30,0,0,0,160.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,6,39,148.94975977305128,197.7689197726475,151.5272386889021,202.6805962811548,148.94975977305128,202.6805962811548,175.23162862893895,28.948287515591634,-0.08692282750617256,-0.07418770089851451,0,4,0.16426272480601728,0,0
0,56,2017,12,30,0,0,0,105.75,2,False,True,False,False,True,False,False,False,False,False,False,True,True,2,5,5,52,98.07688427918258,133.12098317137466,126.76121215844955,105.2999230139841,98.07688427918258,133.12098317137466,115.81475065574772,16.778202200513547,-0.08690387535923272,-0.07823572065131444,0,4,0.1436308523223989,0,0
0,14,2017,12,26,0,0,0,99.5,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,1,52,84.71090158666522,117.22245864913165,92.98264845907887,123.11682357169857,84.71090158666522,123.11682357169857,104.50820806664359,18.553567554686904,-0.04792167198436622,-0.17458317803647144,0,4,0.1758495182002111,0,0
0,159,2018,2,13,0,0,0,70.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,1,7,63.425401507218155,57.58401678254247,79.05307826086116,96.1124852900322,57.58401678254247,96.1124852900322,74.04374546016349,17.279994109089753,-0.05461292422516741,-0.21561509445137625,0,4,0.23026561378473215,0,0
0,3,2018,11,10,0,0,0,95.0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1,5,45,102.17751620400158,123.41429968445964,104.69931360493193,130.8499342520685,102.17751620400158,130.8499342520685,115.28526593636542,14.050095839117638,-0.17595714223847458,0.07024555372506192,1,4,0.12082438584099078,1,0
0,64,2018,5,17,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,3,20,124.02339215569711,167.90734566156266,113.01188861258889,169.09392383149995,113.01188861258889,169.09392383149995,143.50913756533717,29.209760437492857,-0.094134337328776,-0.15032145375118286,0,4,0.20213088895009285,0,0
0,131,2017,8,15,0,0,0,94.5,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,1,33,95.63415118784806,110.02824463564941,105.67189084303092,122.57036329752812,95.63415118784806,122.57036329752812,108.47616249101414,11.162984205912602,-0.1288408639287169,0.011859269662155739,1,4,0.10196725891655972,1,0
0,212,2018,10,9,0,0,0,103.84,1,False,False,False,False,True,False,False,False,False,False,False,True,False,3,4,1,41,103.15037415341594,110.00987151416291,122.88585471217759,131.6133117348484,103.15037415341594,131.6133117348484,116.91485302865121,12.765019883320223,-0.11183226673044763,-0.006685635919830804,0,4,0.10825625063721658,1,0
0,100,2018,9,28,0,0,0,140.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,2,4,4,39,171.2082771699932,128.14674789019347,167.1855149713956,168.61781278960035,128.14674789019347,171.2082771699932,158.78958820529567,20.496284890356737,-0.11833010222939186,-0.09249748670924807,0,4,0.12827046568280384,1,0
0,164,2018,8,3,0,0,0,89.25,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,4,31,110.35205040437673,106.06734316814834,98.48929919663928,80.92384303948977,80.92384303948977,110.35205040437673,98.95813395216352,12.984832723188914,-0.0981034460174486,-0.10288879825501092,0,4,0.12990271236358816,0,0
1,1,2018,4,16,0,0,0,89.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,0,16,93.16165841959092,111.60996018910487,101.5523440420797,76.7733589648273,76.7733589648273,111.60996018910487,95.7743304039007,14.742405760516252,-0.07073221368744542,-0.15925629932089047,0,4,0.1523379774263158,0,0
0,176,2018,8,9,0,0,0,137.7,2,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,3,32,133.826738204891,156.868019626974,120.68998571660006,155.8515159801749,120.68998571660006,156.868019626974,141.80906488216,17.641764791070116,-0.028976038207250962,-0.1409397323431808,0,4,0.1235339283653132,0,0
0,237,2018,12,28,0,0,0,148.26,0,False,False,False,False,False,False,True,False,False,False,False,True,True,4,7,4,52,128.85696529267958,166.00660661596652,134.86670740709317,176.7894792566999,128.85696529267958,176.7894792566999,151.6299396431098,23.37595133593653,-0.022224764126673156,-0.15057808216458682,0,4,0.1531544295345713,0,0
0,95,2017,12,4,0,0,0,72.25,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,0,49,90.93134469626393,63.88507854882142,68.42923757631209,74.58610505943578,63.88507854882142,90.93134469626393,74.45794147020831,11.825398382979758,-0.029653538986056178,-0.13093701442013647,0,4,0.15671509389967345,0,0
0,236,2017,10,3,0,0,0,89.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1,1,40,75.65761722288171,86.85900342088547,93.40862141689989,120.51105584502065,75.65761722288171,120.51105584502065,94.10907447642194,19.06633210457618,-0.051632369178588926,-0.17965650090560134,0,4,0.2004680647933634,0,0
0,109,2018,12,20,0,0,0,74.8,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,7,3,51,71.57755075056939,87.55291828033722,74.2697095763184,70.73325019918067,70.73325019918067,87.55291828033722,76.03335720160143,7.826367521804296,-0.016221264547495985,-0.05749417408881389,0,4,0.1015971237151481,0,0
0,131,2018,12,26,0,0,0,103.5,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1,2,52,99.0609318377039,81.67447051439488,113.13998619679629,97.90490203573196,81.67447051439488,113.13998619679629,97.94507264615677,12.869403598649589,0.05671471982987184,-0.2672258460709388,0,4,0.13006613926771887,0,0
0,226,2018,10,29,0,0,0,70.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,0,44,67.71692141371491,78.8397896777399,71.04333958293948,91.27568664333776,67.71692141371491,91.27568664333776,77.21893432943301,10.466544759343039,-0.09348658320814743,-0.033715038111916985,0,4,0.13381088414297895,0,0
0,0,2018,7,5,0,0,0,110.46,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,3,27,98.92487736562035,131.8894567827797,125.56631396757929,120.97152805099343,98.92487736562035,131.8894567827797,119.33804404174319,14.325908369344637,-0.07439408038762349,-0.11660487171236547,0,4,0.1190472097450348,0,0
0,34,2018,3,18,0,0,0,162.45,0,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2,6,11,191.7323042486351,156.07228164913178,180.97378205094677,133.34996208416985,133.34996208416985,191.7323042486351,165.53208250822087,26.141119660389712,-0.01861924565630842,-0.21822306854097448,0,4,0.15697347482038035,0,0
0,164,2017,10,2,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,0,40,87.63490165043551,82.11305953684261,112.64941171178111,91.36312215798641,82.11305953684261,112.64941171178111,93.44012376426141,13.358064566971251,0.07020406193262747,-0.21783307751590777,0,4,0.14144480157941394,0,0
0,196,2018,9,12,0,0,0,105.4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,3,7,2,37,117.21081446238196,128.83299856856166,121.91344564478575,118.86490792004597,117.21081446238196,128.83299856856166,121.70554164894384,5.135355835638063,-0.13397534268387465,0.10076556942766197,1,4,0.04185105062597851,1,0
0,35,2017,9,18,0,0,0,145.35,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,0,38,127.46746919157765,124.50563090944995,168.41156436110163,143.75960825951336,124.50563090944995,168.41156436110163,141.03606818041064,20.117966237424294,0.03058743678298701,-0.16741707935852052,0,4,0.14163984187362158,0,0
0,68,2018,5,21,0,0,0,132.6,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,0,21,113.03439175061996,129.97884239185967,150.95639889225905,143.71843643167642,113.03439175061996,150.95639889225905,134.42201736660377,16.70310862499409,-0.013554456347985458,-0.17309429410250904,0,4,0.12334115936093876,0,0
0,145,2018,1,3,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,2,1,80.49194216020771,75.52461908787907,56.83553430261665,81.93231219082442,56.83553430261665,81.93231219082442,73.69610193538196,11.570664337153746,-0.11799948310708287,-0.14365072480734056,0,4,0.1549031882167464,1,0
0,70,2018,9,15,0,0,0,166.9,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2,5,37,151.4549459053523,203.81367912307311,180.34967656370645,181.4403759391935,151.4549459053523,203.81367912307311,179.26466938283133,21.462723799821575,-0.06897437975592262,-0.10197787865111829,0,4,0.11906228698781124,0,0
0,96,2018,5,12,0,0,0,132.6,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,5,19,158.8249744275237,165.17799489145168,113.68090911188911,141.85522624167606,113.68090911188911,165.17799489145168,144.88477616813515,23.014512419226623,-0.08478997237003685,-0.16642276206192186,0,4,0.1577581501218601,0,0
0,27,2018,10,12,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,41,69.58446304610337,69.31764342555014,73.13740490321705,58.63584254612678,58.63584254612678,73.13740490321705,67.66883848024932,6.268663055049732,-0.03943969691497337,-0.10853698314075998,0,4,0.09128832224026534,0,0
0,5,2018,6,2,0,0,0,119.0,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,5,22,101.84186588338405,123.39951521425392,103.83837228893638,105.29714328943493,101.84186588338405,123.39951521425392,108.59422416900232,9.971289698989137,0.0958225532768985,-0.1684781987033034,0,4,0.09098371537913055,0,0
0,88,2017,10,5,0,0,0,90.6,0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,2,3,40,114.11125882637289,112.1710744608301,109.96933306563919,95.16290416787749,95.16290416787749,114.11125882637289,107.8536426301799,8.62803505649701,-0.15997273906956527,0.0479483492835406,1,4,0.07926271319931805,1,0
0,162,2018,10,14,0,0,0,115.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,4,6,41,107.36424573387112,124.66708760244798,123.87902780852185,105.98047288050093,105.98047288050093,124.66708760244798,115.47270850633548,10.182542526012268,-0.004093681636553487,-0.0851055564704746,0,4,0.08742427867089905,0,0
0,102,2017,12,19,0,0,0,72.25,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,6,1,51,87.81531305279388,78.93105816912025,66.27776410921638,74.58019027944587,66.27776410921638,87.81531305279388,76.9010814026441,8.971857186189585,-0.06048135237906,-0.09010919380053652,0,4,0.11516986702427297,0,0
0,180,2018,10,10,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,41,107.71831231930794,121.7214742459983,122.79161022467724,135.36226865833433,107.71831231930794,135.36226865833433,121.89841636207944,11.30161895641237,-0.015573757385333927,-0.11401671095890936,0,4,0.09195902836628826,0,0
0,34,2018,7,9,0,0,0,135.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,0,28,164.8213853342158,133.3613261433974,157.0827983700998,117.58945590090555,117.58945590090555,164.8213853342158,143.21374143715465,21.701882494040035,-0.051068712846693405,-0.15571586719922437,0,4,0.15048415135597368,0,0
0,180,2018,10,10,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,41,99.13023047237222,124.73904755238092,109.9919095682231,109.6735419498893,99.13023047237222,124.73904755238092,110.88368238571638,10.525753724608963,0.08221514129168157,-0.21052881071878699,0,4,0.09407764832338708,0,0
0,55,2018,1,25,0,0,0,58.94,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,4,62.206396450694385,57.58542009036286,61.80489210431579,76.45365423508763,57.58542009036286,76.45365423508763,64.51259072011517,8.230529642832238,-0.08637989356669297,-0.023522966534090327,0,4,0.1256327913819643,0,0
0,39,2018,12,27,0,0,0,65.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,3,52,76.30633312470454,62.75848039392027,55.33611746020045,75.88149920115991,55.33611746020045,76.30633312470454,67.57060754499629,10.299241669131922,-0.038043280035398315,-0.17463969254348452,0,4,0.15019907272038563,0,0
0,4,2018,2,7,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,2,6,108.7505166100612,114.54235078753085,99.32944095128656,107.18356686737934,99.32944095128656,114.54235078753085,107.45146880406449,6.271821649108889,-0.1903321474493505,0.12412675268486811,1,4,0.05783067503161227,1,0
0,85,2018,2,3,0,0,0,71.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,5,5,87.91454176850387,68.27042536271466,65.46234168227176,76.92174231947659,65.46234168227176,87.91454176850387,74.64226278324172,10.103146043888298,-0.04879625358918594,-0.08459303739248805,0,4,0.13356483098396438,0,0
0,77,2018,7,7,0,0,0,129.6,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,5,27,155.1347562229524,119.03076018732618,128.72596864693884,155.46235193471512,119.03076018732618,155.46235193471512,139.58845924798314,18.56771850452763,-0.07155648326369404,-0.08879418896460325,0,4,0.13207142751152953,0,0
0,183,2018,9,8,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,5,36,135.14248229286198,106.82309093665202,115.08091861334556,115.64476828492153,106.82309093665202,135.14248229286198,118.17281503194528,12.010227416719966,-0.06915985736428422,-0.029739909559740606,0,4,0.10077992546790578,0,0
0,30,2018,8,31,0,0,0,120.53,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,4,35,109.8800964176137,132.46511249290973,108.91075995160625,105.48108256473355,105.48108256473355,132.46511249290973,114.1842628567158,12.33248410015289,0.055574533517347736,-0.14266934951137758,0,4,0.10706743954678914,0,0
0,49,2018,6,22,0,0,0,160.65,0,True,False,False,False,False,False,False,False,False,False,False,True,False,3,2,4,25,152.73393526880105,204.33633570504622,191.63427847082036,169.2651668640377,152.73393526880105,204.33633570504622,179.49242907717635,22.987373972838533,-0.10497617740230519,-0.05182911523406529,0,4,0.12735921440233602,1,0
0,65,2018,9,7,0,0,0,136.8,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,3,4,36,130.36021133623237,164.90510789060903,140.00909151997553,159.11702717046205,130.36021133623237,164.90510789060903,148.59785947931974,16.155060966689717,-0.07939454525562413,-0.049399955690143674,0,4,0.10798992059724609,0,0
0,6,2018,3,11,0,0,0,127.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,6,10,126.16749064911924,156.8208973178116,118.84150960151092,120.22910040959627,118.84150960151092,156.8208973178116,130.51474949450952,17.82293634120293,-0.026929902621139187,-0.06865017472300229,0,4,0.13552043713505307,0,0
0,115,2018,5,16,0,0,0,114.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,2,20,114.40601420751244,142.17372946862906,128.24492292499215,138.10060762860624,114.40601420751244,142.17372946862906,130.73131855743497,12.354930382020614,-0.12568769854651246,0.0009266489025669003,1,4,0.09378886142883215,1,0
0,114,2018,3,23,0,0,0,40.67,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,4,12,43.537049924704604,51.93906053708682,48.025534233037256,35.68604873523725,35.68604873523725,51.93906053708682,44.796923357516484,6.976851465786193,-0.09212515164446053,-0.13966105639040616,0,4,0.15234323518462092,0,0
0,84,2018,4,1,0,0,0,87.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,6,13,78.00645153726954,79.17572806179042,103.68518322349095,81.57272463494813,78.00645153726954,103.68518322349095,85.61002186437477,12.14119221952047,0.019740424062763638,-0.11913820305350295,0,4,0.14018230174947566,0,0
0,95,2018,7,15,0,0,0,79.56,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,4,6,28,90.53716890257414,81.74930477184273,80.31737600919848,97.12058252030889,80.31737600919848,97.12058252030889,87.43110805098107,7.882926731670712,-0.09002640166005242,0.009429790250016896,1,4,0.08914201015242461,0,0
0,36,2018,8,29,0,0,0,86.63,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,2,35,77.71409307797671,85.59102388197948,85.15734815594189,81.10202064205501,77.71409307797671,85.59102388197948,82.39112143948827,3.7160804193221986,0.05144824450077359,-0.11472702786452446,0,4,0.04456206314504028,0,0
0,27,2018,12,8,0,0,0,96.9,2,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,5,49,93.2896902813281,95.56409562014603,115.68166619316267,112.8731417790925,93.2896902813281,115.68166619316267,104.35214846843233,11.555275171698229,-0.07141346467520679,-0.03869998611619897,0,4,0.10968238749455257,0,0
0,2,2017,8,28,0,0,0,123.5,3,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,0,35,129.8650368697356,139.8307967320187,107.38943972647424,149.36170662457775,107.38943972647424,149.36170662457775,131.61174498820156,18.003564564679852,-0.06163389892694416,-0.1500199676482165,0,4,0.13576146340794795,0,0
0,11,2017,8,24,0,0,0,90.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,34,106.77263924707196,89.72762873144232,101.49298555378554,83.08451473550204,83.08451473550204,106.77263924707196,95.26944206695046,10.80494004326381,-0.05531093656712473,-0.08323434621377129,0,4,0.11223644607547978,0,0
0,32,2018,4,27,0,0,0,165.15,0,True,False,False,False,False,False,False,False,False,False,False,True,True,3,1,4,17,191.5997381799129,183.78195301200216,151.22426558216904,180.5073622525513,151.22426558216904,191.5997381799129,176.77832975665882,17.660131799631404,-0.06577915841079386,-0.09208663943065602,0,4,0.09933793294044563,0,0
0,38,2017,12,13,0,0,0,87.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,2,50,97.1742849435491,85.81948450793242,88.93448657341987,117.13782645001807,85.81948450793242,117.13782645001807,97.26652061872986,14.087047595982986,-0.1055504047376494,-0.013755797984995679,0,4,0.14335551424111334,1,0
0,102,2017,10,16,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,42,97.19047128548972,103.33300483515954,131.11240850430997,124.61395185215176,97.19047128548972,131.11240850430997,114.06245911927775,16.3484957067669,-0.04438321914473032,-0.12150912078428629,0,4,0.1420836633590412,0,0
1,1,2018,5,6,0,0,0,158.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,18,169.31925571934022,153.3645448647722,168.2739194402556,129.80050544560464,129.80050544560464,169.31925571934022,155.18955636749317,18.42809028352069,0.018109747191052107,-0.21725257892938551,0,4,0.11798541920537794,0,0
