required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,total_guests,total_nights,arrival_day_of_week,arrival_week_number
0,54,2018,10,29,0,0,0,95.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,0,44
0,37,2018,10,13,0,0,0,105.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,41
0,199,2018,4,14,0,0,0,106.2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,5,15
0,177,2018,6,3,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,22
0,88,2018,5,3,0,0,0,96.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,3,3,18
0,86,2017,9,24,0,0,0,105.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,38
0,124,2018,5,5,0,0,0,94.5,1,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,5,18
0,35,2018,7,25,0,0,0,125.1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,2,30
0,13,2018,12,26,0,0,0,119.0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,2,52
0,270,2018,4,20,0,0,0,62.8,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,4,16
0,317,2018,9,15,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,5,37
0,346,2018,12,26,0,0,0,146.59,2,False,False,False,False,False,False,True,False,False,False,False,True,False,4,11,2,52
0,386,2018,10,23,0,0,0,90.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2,1,43
0,120,2017,8,20,0,0,0,88.38,4,True,False,False,False,False,False,False,False,False,False,True,False,True,3,7,6,33
0,1,2017,9,19,0,0,0,170.0,1,False,False,False,False,True,False,False,False,False,False,False,True,True,1,3,1,38
0,113,2018,8,6,0,0,0,121.21,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,0,32
0,183,2018,8,27,0,0,0,90.95,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,0,35
0,103,2018,4,19,0,0,0,115.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,3,16
0,14,2018,1,21,0,0,0,81.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,6,3
0,3,2018,12,5,0,0,0,79.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,3,2,49
0,112,2018,6,2,0,0,0,120.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,22
0,55,2018,11,11,0,0,0,74.8,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,6,45
0,37,2018,10,22,0,0,0,115.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,43
0,65,2018,9,5,0,0,0,91.2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,2,36
0,23,2018,10,17,0,0,0,119.0,3,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,2,42
0,65,2018,10,28,0,0,0,80.1,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,1,6,43
0,68,2018,5,10,0,0,0,116.1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,3,19
0,188,2018,6,15,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,4,24
0,204,2018,5,5,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,5,18
0,51,2018,3,16,0,0,0,85.5,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,11
0,12,2018,12,4,0,0,0,105.9,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,1,49
0,185,2018,12,16,0,0,0,103.5,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,6,50
0,303,2018,10,27,0,0,0,105.3,3,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,5,43
0,38,2018,3,23,0,0,0,171.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,4,2,4,12
0,9,2018,2,12,0,0,0,139.0,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,2,0,7
0,110,2018,10,9,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,41
0,0,2018,12,10,0,0,0,89.89,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,0,50
0,26,2018,12,6,0,0,0,88.4,3,False,False,False,False,False,False,False,False,False,False,False,True,True,1,7,3,49
0,99,2018,2,19,0,0,0,81.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,0,8
0,45,2018,3,11,0,0,0,71.1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,6,10
0,39,2017,10,12,0,0,0,83.16,2,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,3,41
0,188,2018,6,15,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,4,24
1,5,2018,9,17,0,0,0,154.0,4,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,0,38
0,184,2018,10,17,0,0,0,128.7,2,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,2,42
1,95,2018,8,5,0,0,0,126.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,6,31
0,176,2018,10,11,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,3,41
0,27,2017,9,30,0,0,0,108.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,5,39
0,227,2018,12,8,0,0,0,72.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,5,49
0,204,2018,8,18,0,0,0,94.59,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7,5,33
0,11,2017,8,18,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,4,33
0,13,2017,12,6,0,0,0,76.5,3,False,False,False,False,False,False,False,False,False,False,True,False,True,3,2,2,49
0,40,2018,2,6,0,0,0,40.67,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,1,6
0,179,2018,9,30,0,0,0,113.4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,6,39
0,122,2018,3,27,0,0,0,107.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,2,3,1,13
0,111,2018,2,14,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,2,7
0,93,2018,8,13,0,0,0,109.83,1,False,False,True,False,False,False,False,False,False,False,False,True,True,2,1,0,33
0,270,2018,4,20,0,0,0,80.0,2,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,4,16
0,74,2017,9,18,0,0,0,101.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,38
0,155,2018,7,31,0,0,0,91.38,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,1,31
0,25,2018,8,15,0,0,0,76.5,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,2,33
0,208,2017,12,1,0,0,0,72.25,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,4,48
0,148,2018,7,1,0,0,0,102.25,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,10,6,26
0,15,2018,3,10,0,0,0,88.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,6,5,10
0,67,2018,5,12,0,0,0,161.1,1,True,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,19
0,56,2018,5,14,0,0,0,132.6,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,0,20
0,74,2018,4,14,0,0,0,105.3,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,5,15
0,2,2018,10,27,0,0,0,139.0,3,False,True,False,False,False,False,False,False,False,False,False,True,True,1,2,5,43
0,19,2017,12,5,0,0,0,69.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,49
0,50,2018,1,22,0,0,0,60.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,5,0,4
0,17,2017,8,29,0,0,0,153.0,2,False,False,False,False,False,False,True,False,False,False,False,True,True,5,1,1,35
0,0,2018,10,24,0,0,0,71.73,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,2,43
0,349,2018,10,4,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,6,3,40
0,42,2018,8,30,0,0,0,142.2,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,4,3,35
0,4,2017,11,6,0,0,0,68.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,0,45
0,27,2018,6,29,1,0,7,65.0,1,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,26
0,65,2018,9,15,0,0,0,149.4,3,False,False,False,False,True,False,False,False,False,False,False,True,True,2,7,5,37
0,91,2018,4,3,0,0,0,83.87,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,1,14
0,102,2017,10,16,0,0,0,101.5,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,0,42
0,259,2018,11,12,0,0,0,72.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,2,7,0,46
0,135,2018,8,13,0,0,0,130.5,1,False,False,False,False,False,False,False,False,False,False,False,True,True,3,1,0,33
0,44,2018,2,17,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,7
0,2,2017,7,29,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,5,30
0,21,2018,8,15,0,0,0,151.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,33
0,5,2018,1,23,0,0,0,98.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,1,4
0,309,2018,5,13,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,6,19
0,38,2017,10,20,0,0,0,179.3,4,False,False,False,False,False,False,True,False,False,False,False,True,True,4,1,4,42
0,75,2018,8,12,0,0,0,149.4,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,6,32
1,4,2018,2,5,0,0,0,120.0,2,False,False,False,False,False,False,False,False,False,False,False,True,True,3,2,0,6
0,210,2018,10,19,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,4,42
0,61,2018,7,18,0,0,0,139.34,1,False,False,False,False,False,True,False,False,False,False,False,True,False,3,11,2,29
0,43,2018,12,16,0,0,0,82.72,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,5,6,50
0,28,2017,11,11,0,0,0,85.6,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,5,45
0,107,2018,6,10,0,0,0,130.0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,23
0,30,2018,6,19,0,0,0,85.5,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,1,25
0,238,2018,10,6,0,0,0,159.3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,3,3,5,40
0,44,2018,6,28,0,0,0,117.9,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,3,26
0,2,2017,9,20,0,0,0,75.0,0,False,False,False,False,True,False,False,False,False,False,True,False,True,2,3,2,38
0,12,2017,8,5,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,3,5,31
0,55,2018,5,21,0,0,0,116.1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,0,21
0,79,2018,7,24,0,0,0,120.6,3,False,False,False,False,True,False,False,False,False,False,False,True,True,2,6,1,30
0,386,2018,10,23,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,1,43
0,169,2018,5,25,0,0,0,123.25,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,4,4,21
0,18,2017,9,2,0,0,0,76.81,2,False,False,False,False,False,False,False,False,False,False,False,True,True,1,3,5,35
0,433,2018,9,8,0,0,0,70.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,5,36
0,6,2018,11,8,0,0,0,94.0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1,3,45
1,38,2018,8,15,0,0,0,177.3,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,6,2,33
0,75,2018,5,3,0,0,0,140.4,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,3,18
0,43,2018,7,12,0,0,0,149.4,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,3,28
0,14,2017,9,4,0,0,0,78.54,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,5,0,36
0,227,2018,8,24,0,0,0,90.95,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,4,34
0,37,2017,10,19,0,0,0,90.9,3,False,False,False,False,False,False,False,False,False,False,False,True,True,1,4,3,42
0,10,2017,8,18,0,0,0,81.0,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,4,33
0,118,2017,12,11,0,0,0,107.25,2,False,False,False,False,False,False,False,False,False,False,False,True,True,3,3,0,50
0,54,2018,6,4,0,0,0,159.3,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1,0,23
0,206,2018,10,28,0,0,0,109.8,3,False,False,False,False,True,False,False,False,False,False,False,True,True,1,4,6,43
0,245,2018,7,6,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,6,4,27
0,131,2018,5,13,0,0,0,114.3,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,1,6,19
0,62,2018,4,30,0,0,0,140.4,0,False,False,False,False,True,False,False,False,False,False,False,True,False,2,2,0,18
0,151,2018,8,13,0,0,0,103.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,0,33
0,113,2018,7,14,0,0,0,72.25,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,4,5,28
0,49,2018,4,3,0,0,0,102.3,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,14
0,44,2018,6,18,0,0,0,96.3,0,False,False,False,False,True,False,False,False,False,False,True,False,True,2,2,0,25
0,29,2018,11,23,0,0,0,68.07,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,4,4,47
0,150,2018,6,16,0,0,0,90.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,24
0,1,2018,8,26,0,0,0,174.0,1,False,False,False,False,True,False,False,False,False,False,False,True,True,1,3,6,34
0,59,2018,3,31,0,0,0,74.83,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,13
0,38,2018,9,16,0,0,0,137.52,0,False,False,False,False,False,True,False,False,False,False,False,True,True,2,2,6,37
0,150,2018,9,26,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,2,39
0,172,2018,6,24,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,6,25
0,0,2018,3,25,0,0,0,67.5,2,False,False,False,False,False,False,False,False,False,False,True,False,True,3,3,6,12
0,16,2018,6,1,0,0,0,135.8,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,4,22
0,110,2017,7,25,0,0,0,94.5,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,1,30
0,166,2018,11,1,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,3,44
0,34,2018,6,19,0,0,0,81.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,1,25
0,46,2018,12,25,0,0,0,79.2,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,1,52
0,19,2018,5,2,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,2,18
0,0,2018,5,20,0,0,0,142.2,0,False,True,False,False,True,False,False,False,False,False,False,True,True,3,1,6,20
0,40,2018,7,27,0,0,0,135.9,1,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,4,30
0,24,2018,8,19,0,0,0,78.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,5,6,33
0,26,2018,6,1,0,0,0,153.67,2,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,4,22
0,52,2018,11,9,0,0,0,127.37,1,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,4,45
0,154,2018,8,24,0,0,0,95.4,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,4,34
0,37,2018,9,8,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,2,5,36
0,279,2018,10,12,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,4,41
0,148,2018,10,25,0,0,0,123.3,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,1,3,43
0,106,2018,5,8,0,0,0,105.28,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,7,1,19
0,286,2018,9,16,0,0,0,117.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,37
0,36,2018,12,16,0,0,0,154.0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,2,6,50
0,24,2018,3,17,0,0,0,74.8,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,3,5,11
0,6,2018,8,8,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,2,32
0,96,2018,7,16,0,0,0,81.08,2,False,False,False,False,False,False,False,False,False,False,False,True,True,3,3,0,29
0,256,2018,6,15,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,4,24
0,248,2018,12,24,0,0,0,67.26,1,False,False,True,False,False,False,False,False,False,False,False,True,True,2,5,0,52
0,130,2018,6,16,0,0,0,117.41,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,8,5,24
0,30,2018,6,2,0,0,0,140.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,5,22
0,52,2018,12,4,0,0,0,74.8,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,1,49
0,85,2018,4,7,0,0,0,162.3,0,False,False,False,False,False,False,True,False,False,False,False,True,False,4,3,5,14
0,249,2018,12,27,0,0,0,120.55,0,False,True,False,False,False,False,False,False,False,False,True,False,True,2,5,3,52
0,64,2018,5,17,0,0,0,140.0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,2,2,3,20
0,3,2018,9,15,0,0,0,178.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,5,37
0,315,2018,12,2,0,0,0,52.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,48
1,19,2018,9,23,0,0,0,158.0,3,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,6,38
0,15,2018,12,20,0,0,0,67.32,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,6,3,51
0,211,2018,5,20,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,6,20
0,21,2018,6,12,0,0,0,94.35,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,24
0,38,2017,9,14,0,0,0,94.5,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,3,37
0,9,2018,2,21,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,8
0,6,2018,12,13,1,0,2,75.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,1,3,50
0,21,2018,6,9,0,0,0,102.85,2,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,5,23
0,71,2018,6,14,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,3,24
0,55,2018,8,30,0,0,0,142.2,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,3,35
0,87,2018,10,22,0,0,0,105.4,0,False,False,False,False,False,False,False,False,False,False,True,False,True,3,3,0,43
0,23,2017,9,30,0,0,0,116.03,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,4,5,39
0,56,2018,7,3,0,0,0,162.9,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,3,1,27
0,4,2018,11,8,0,0,0,94.0,0,False,False,False,False,True,False,False,False,False,True,False,False,True,1,1,3,45
0,101,2018,4,4,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,2,14
0,228,2018,10,30,0,0,0,93.3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,1,44
0,23,2017,12,16,0,0,0,77.25,1,False,False,True,False,False,False,False,False,False,False,False,True,True,2,2,5,50
0,18,2018,3,9,0,0,0,85.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,4,10
0,175,2018,8,15,0,0,0,130.05,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,4,2,33
0,93,2018,7,3,0,0,0,108.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,7,1,27
0,335,2018,10,13,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,5,41
0,91,2018,9,30,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,3,6,39
0,323,2018,5,17,0,0,0,112.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,2,4,3,20
0,37,2018,10,13,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,5,41
0,155,2018,8,1,0,0,0,130.5,1,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2,2,31
0,68,2018,2,13,0,0,0,78.3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2,1,7
0,103,2018,4,11,0,0,0,76.22,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,1,2,15
0,16,2018,3,11,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,1,6,10
0,20,2018,6,29,1,0,1,65.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,4,26
0,31,2018,11,30,0,0,0,74.8,2,False,True,False,False,False,False,False,False,False,False,False,True,True,2,6,4,48
0,99,2017,10,10,0,0,0,89.25,3,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,41
1,67,2018,3,17,0,0,0,108.3,0,False,False,False,False,True,False,False,False,False,False,False,True,True,2,3,5,11
0,118,2018,6,6,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,2,23
0,5,2018,7,28,0,0,0,124.0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,2,5,30
0,89,2018,6,27,0,0,0,143.7,0,False,False,False,False,True,False,False,False,False,False,False,True,False,3,6,2,26
0,25,2018,11,1,0,0,0,100.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,3,44
0,230,2018,10,16,0,0,0,96.3,4,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,1,42
0,83,2018,10,16,0,0,0,108.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,5,1,42
0,61,2018,4,30,0,0,0,97.71,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,0,18
1,39,2018,7,25,0,0,0,67.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1,2,30
0,124,2018,8,8,0,0,0,97.01,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,6,2,32
0,211,2018,8,13,0,0,0,88.5,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,0,33
0,49,2018,7,11,0,0,0,93.15,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,1,2,28
0,127,2018,11,12,0,0,0,79.2,1,False,True,False,False,False,False,False,False,False,False,False,True,False,2,3,0,46
0,166,2018,11,1,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,3,44
0,29,2018,11,14,0,0,0,70.88,1,False,False,False,False,True,False,False,False,False,False,False,True,True,2,7,2,46
0,122,2018,4,18,0,0,0,64.8,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,4,2,16
0,2,2018,4,3,0,0,0,101.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,1,14
0,315,2018,12,2,0,0,0,52.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,6,48
0,138,2017,8,22,0,0,0,72.5,0,True,False,False,False,False,False,False,False,False,False,True,False,True,1,3,1,34
0,237,2018,8,10,0,0,0,80.75,0,False,True,False,False,False,False,False,False,False,False,False,True,False,2,4,4,32
0,74,2017,9,18,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,38
0,55,2018,9,3,0,0,0,123.3,2,False,False,False,False,True,False,False,False,False,False,False,True,True,2,2,0,36
0,69,2017,9,4,0,0,0,88.83,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,6,0,36
0,254,2018,9,23,0,0,0,119.7,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2,6,38
0,16,2017,10,1,0,0,0,107.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,39
0,35,2018,12,24,0,0,0,119.81,1,False,False,False,False,True,False,False,False,False,False,False,True,True,3,3,0,52
0,0,2018,6,28,0,0,0,143.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,1,1,3,26
0,5,2017,9,8,0,0,0,105.0,0,False,False,False,False,False,False,False,False,False,False,False,True,True,2,3,4,36
0,210,2017,10,8,0,0,0,86.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2,4,6,40
0,170,2018,8,11,0,0,0,112.2,1,False,False,False,False,True,False,False,False,False,False,False,True,False,2,5,5,32
0,80,2018,4,8,0,0,0,96.3,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,14
0,5,2018,2,8,0,0,0,58.88,1,False,True,False,False,False,False,False,False,False,False,False,True,True,3,4,3,6
0,112,2018,5,14,0,0,0,103.53,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,5,0,20
0,16,2018,11,6,0,0,0,155.6,2,False,True,False,False,False,False,False,False,False,False,False,True,True,1,5,1,45
0,116,2018,2,28,0,0,0,61.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,3,2,9
0,117,2018,10,29,0,0,0,123.3,0,False,False,False,False,True,False,False,False,False,False,False,True,True,3,1,0,44
0,111,2018,10,10,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,2,41
0,29,2018,12,2,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,2,2,6,48
0,51,2018,10,5,0,0,0,108.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,2,4,40
0,191,2018,8,8,0,0,0,131.75,2,True,False,False,False,False,False,False,False,False,False,False,True,False,2,4,2,32
0,109,2018,5,22,0,0,0,90.95,0,False,False,False,False,True,False,False,False,False,False,True,False,True,2,3,1,21
1,2,2018,7,3,1,0,5,67.0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,1,2,1,27
0,13,2017,10,6,0,0,0,75.0,1,False,False,False,False,True,False,False,False,False,False,True,False,True,2,3,4,40
0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,1,4,23
0,27,2018,12,17,0,0,0,54.71,0,False,True,False,False,False,False,False,False,False,False,False,True,True,2,4,0,51
0,36,2018,10,28,0,0,0,109.0,1,False,True,False,False,False,False,False,False,False,False,False,True,True,2,3,6,43
0,1,2018,7,29,0,0,0,131.0,1,False,False,False,False,False,False,False,False,False,False,False,True,True,2,2,6,30
0,32,2018,10,15,0,0,0,85.0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,2,2,0,42
