required_car_parking_space,lead_time,arrival_year,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status_Canceled,booking_status_Not_Canceled,total_guests,total_nights,arrival_date_num,adjusted_price,booking_ratio,price_per_guest,stay_density,arrival_month_sin,arrival_month_cos,meal_plan_category,meal_plan_category_num,market_segment_group,room_economy,room_standard,room_premium,room_category,room_category_num,customer_cluster
0,64,2018,3,0,0,0,70.46,0,1,0,2,19,736763,81.02899999999998,0.0,35.23,0.2923076923076923,1.0,6.123233995736766e-17,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,150,2018,9,0,0,0,126.9,1,0,1,2,3,736953,145.935,0.0,63.45,0.019867549668874173,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,42,2018,11,0,0,0,72.0,0,0,1,2,3,737020,82.8,0.0,36.0,0.06976744186046512,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,210,2017,10,0,0,0,86.0,0,1,0,2,4,736610,98.89999999999999,0.0,43.0,0.018957345971563982,-0.8660254037844386,0.5000000000000001,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,2,2018,9,0,0,0,116.67,2,0,1,2,3,736951,134.1705,0.0,58.335,1.0,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,56,2018,4,0,0,0,85.5,1,0,1,2,2,736802,98.32499999999999,0.0,42.75,0.03508771929824561,0.8660254037844387,-0.4999999999999998,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,39,2018,9,0,0,0,135.9,2,0,1,2,1,736949,156.285,0.0,67.95,0.025,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,13,2018,8,0,0,0,128.5,3,0,1,2,2,736925,147.77499999999998,0.0,64.25,0.14285714285714285,-0.8660254037844385,-0.5000000000000004,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,13,2018,2,0,0,0,91.0,0,0,1,2,6,736739,104.64999999999999,0.0,45.5,0.42857142857142855,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,73,2017,11,0,0,0,79.2,2,0,1,2,3,736660,91.08,0.0,39.6,0.04054054054054054,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,109,2017,7,0,0,0,76.5,1,1,0,2,1,736526,87.975,0.0,38.25,0.00909090909090909,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,39,2017,8,0,0,0,109.0,0,0,1,2,2,736555,125.35,0.0,54.5,0.05,-0.8660254037844385,-0.5000000000000004,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,95,2018,5,0,0,0,141.32,1,1,0,3,5,736836,162.51799999999997,0.0,47.10666666666666,0.052083333333333336,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,158,2018,8,0,0,0,90.95,1,0,1,2,4,736931,104.5925,0.0,45.475,0.025157232704402517,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,54,2017,12,0,0,0,118.2,1,0,1,2,5,736693,135.93,0.0,59.1,0.09090909090909091,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,0,2018,1,0,0,0,108.0,1,0,1,1,1,736698,124.19999999999999,0.0,108.0,1.0,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,117,2018,5,0,0,0,83.64,0,0,1,2,4,736824,96.18599999999999,0.0,41.82,0.03389830508474576,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,51,2017,11,0,0,0,60.0,0,0,1,2,4,736641,69.0,0.0,30.0,0.07692307692307693,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,24,2018,5,0,0,0,155.0,2,0,1,2,2,736835,178.25,0.0,77.5,0.08,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,162,2017,9,0,0,0,70.0,0,0,1,2,3,736589,80.5,0.0,35.0,0.018404907975460124,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,43,2018,6,0,0,0,109.49,1,0,1,2,1,736863,125.91349999999998,0.0,54.745,0.022727272727272728,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,118,2018,6,0,0,0,110.0,0,0,1,1,2,736851,126.49999999999999,0.0,110.0,0.01680672268907563,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,47,2018,3,0,0,0,71.1,0,1,0,2,1,736770,81.76499999999999,0.0,35.55,0.020833333333333332,1.0,6.123233995736766e-17,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,44,2018,2,0,0,0,75.0,0,0,1,2,3,736742,86.25,0.0,37.5,0.06666666666666667,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,154,2018,11,0,0,0,68.0,0,0,1,2,1,737028,78.19999999999999,0.0,34.0,0.0064516129032258064,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,9,2017,9,0,0,0,120.0,2,0,1,1,2,736602,138.0,0.0,120.0,0.2,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,103,2018,5,0,0,0,80.0,0,0,1,2,3,736818,92.0,0.0,40.0,0.028846153846153848,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,35,2018,4,0,0,0,93.9,0,1,0,1,3,736801,107.985,0.0,93.9,0.08333333333333333,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,155,2018,7,0,0,0,137.7,2,1,0,3,3,736892,158.35499999999996,0.0,45.9,0.019230769230769232,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,28,2017,9,0,0,0,103.87,1,0,1,2,4,736594,119.45049999999999,0.0,51.935,0.13793103448275862,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,143,2018,8,0,0,0,100.0,1,0,1,2,3,736931,114.99999999999999,0.0,50.0,0.020833333333333332,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,44,2018,4,0,0,0,133.0,1,0,1,3,3,736807,152.95,0.0,44.333333333333336,0.06666666666666667,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,87,2017,11,0,0,0,49.07,0,0,1,2,3,736653,56.430499999999995,0.0,24.535,0.03409090909090909,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,26,2018,11,0,0,0,77.0,0,1,0,1,3,737014,88.55,0.0,77.0,0.1111111111111111,-0.5000000000000004,0.8660254037844384,Desayuno,0,Business,1,0,0,Económica,0,1
0,43,2018,9,0,0,0,98.1,1,0,1,2,1,736944,112.81499999999998,0.0,49.05,0.022727272727272728,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,102,2018,10,0,0,0,108.0,1,1,0,2,1,736976,124.19999999999999,0.0,54.0,0.009708737864077669,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,112,2018,6,0,0,0,100.0,0,0,1,2,2,736847,114.99999999999999,0.0,50.0,0.017699115044247787,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,131,2018,10,0,0,0,108.0,0,1,0,1,1,736977,124.19999999999999,0.0,108.0,0.007575757575757576,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,72,2018,3,0,0,0,68.0,0,0,1,2,4,736780,78.19999999999999,0.0,34.0,0.0547945205479452,1.0,6.123233995736766e-17,Desayuno,0,Leisure,1,0,0,Económica,0,1
1,40,2017,9,0,0,0,75.53,1,0,1,2,5,736602,86.8595,0.0,37.765,0.12195121951219512,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,65,2018,7,0,0,0,137.7,2,0,1,3,2,736898,158.35499999999996,0.0,45.9,0.030303030303030304,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,8,2018,2,0,0,0,111.0,3,0,1,3,3,736746,127.64999999999999,0.0,37.0,0.3333333333333333,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,56,2018,6,0,0,0,120.0,0,0,1,2,1,736853,138.0,0.0,60.0,0.017543859649122806,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,20,2017,9,0,0,0,80.85,2,0,1,2,4,736574,92.97749999999999,0.0,40.425,0.19047619047619047,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,8,2017,11,0,0,0,107.0,1,0,1,2,3,736644,123.05,0.0,53.5,0.3333333333333333,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,162,2018,7,0,0,0,118.8,1,1,0,2,1,736902,136.61999999999998,0.0,59.4,0.006134969325153374,-0.4999999999999997,-0.8660254037844388,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,83,2018,10,0,0,0,132.3,2,0,1,2,4,736986,152.145,0.0,66.15,0.047619047619047616,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,59,2018,11,0,0,0,75.0,1,0,1,2,3,737012,86.25,0.0,37.5,0.05,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,11,2018,12,0,0,0,86.0,0,0,1,1,3,737047,98.89999999999999,0.0,86.0,0.25,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,17,2018,4,0,0,0,89.0,0,1,0,1,2,736787,102.35,0.0,89.0,0.1111111111111111,0.8660254037844387,-0.4999999999999998,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,31,2018,3,0,0,0,67.6,1,0,1,1,4,736760,77.73999999999998,0.0,67.6,0.125,1.0,6.123233995736766e-17,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,11,2018,4,0,0,0,109.67,2,0,1,2,3,736800,126.12049999999999,0.0,54.835,0.25,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,1,2017,8,0,0,0,80.0,0,0,1,1,1,736549,92.0,0.0,80.0,0.5,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,86,2018,5,0,0,0,140.4,0,1,0,2,2,736840,161.46,0.0,70.2,0.022988505747126436,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,113,2018,4,0,0,0,63.49,2,0,1,2,4,736788,73.0135,0.0,31.745,0.03508771929824561,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,3,2018,4,0,0,0,95.0,0,0,1,2,4,736813,109.24999999999999,0.0,47.5,1.0,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,130,2018,4,0,0,0,71.0,0,0,1,2,3,736799,81.64999999999999,0.0,35.5,0.022900763358778626,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,286,2018,9,0,0,0,117.0,0,1,0,2,2,736953,134.54999999999998,0.0,58.5,0.006968641114982578,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,0,2018,1,0,0,0,72.0,0,0,1,2,1,736696,82.8,0.0,36.0,1.0,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,78,2018,3,0,0,0,100.0,0,1,0,2,3,736778,114.99999999999999,0.0,50.0,0.0379746835443038,1.0,6.123233995736766e-17,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,2,2018,3,0,0,0,82.4,0,0,1,1,1,736770,94.76,0.0,82.4,0.3333333333333333,1.0,6.123233995736766e-17,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,22,2018,2,0,0,0,82.33,0,1,0,1,3,736729,94.67949999999999,0.0,82.33,0.13043478260869565,0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,191,2018,6,0,0,0,132.0,0,1,0,2,3,736848,151.79999999999998,0.0,66.0,0.015625,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,174,2018,10,0,0,0,98.1,2,0,1,2,4,736972,112.81499999999998,0.0,49.05,0.022857142857142857,-0.8660254037844386,0.5000000000000001,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,232,2018,9,0,0,0,80.75,0,0,1,2,3,736952,92.8625,0.0,40.375,0.012875536480686695,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,0,2018,4,0,0,0,45.0,2,0,1,1,1,736812,51.74999999999999,0.0,45.0,1.0,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
1,6,2018,8,0,0,0,154.0,1,0,1,2,1,736925,177.1,0.0,77.0,0.14285714285714285,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,60,2017,9,0,0,0,65.0,0,0,1,2,2,736593,74.75,0.0,32.5,0.03278688524590164,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,8,2018,11,0,0,0,115.6,1,0,1,2,5,737000,132.93999999999997,0.0,57.8,0.5555555555555556,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,265,2018,6,0,0,0,83.33,0,0,1,1,3,736869,95.8295,0.0,83.33,0.011278195488721804,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,2
0,146,2017,12,0,0,0,85.0,0,0,1,2,3,736692,97.74999999999999,0.0,42.5,0.02040816326530612,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,100,2018,5,0,0,0,136.0,1,0,1,2,4,736833,156.39999999999998,0.0,68.0,0.039603960396039604,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,13,2017,10,0,0,0,65.0,0,0,1,1,2,736621,74.75,0.0,65.0,0.14285714285714285,-0.8660254037844386,0.5000000000000001,Desayuno,0,Business,1,0,0,Económica,0,1
0,346,2018,9,0,0,0,115.0,1,1,0,2,2,736950,132.25,0.0,57.5,0.005763688760806916,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,94,2018,9,0,0,0,102.68,0,0,1,3,4,736940,118.082,0.0,34.22666666666667,0.042105263157894736,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,2,2018,11,0,0,0,153.8,0,0,1,3,2,737023,176.87,0.0,51.26666666666667,0.6666666666666666,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,0,0,1,Premium,2,1
0,31,2018,4,0,0,0,87.04,0,0,1,2,3,736807,100.096,0.0,43.52,0.09375,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,1,2017,8,0,0,0,65.0,0,1,0,1,2,736545,74.75,0.0,65.0,1.0,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Business,1,0,0,Económica,0,1
0,271,2018,12,0,0,0,144.63,1,1,0,2,7,737054,166.32449999999997,0.0,72.315,0.025735294117647058,-2.4492935982947064e-16,1.0,Media Pensión,1,Leisure,0,1,0,Estándar,1,2
0,79,2017,11,0,0,0,75.0,0,0,1,2,2,736646,86.25,0.0,37.5,0.025,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,101,2018,5,0,0,0,132.6,0,0,1,2,4,736839,152.48999999999998,0.0,66.3,0.0392156862745098,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,68,2018,4,0,0,0,114.5,1,0,1,2,1,736809,131.67499999999998,0.0,57.25,0.014492753623188406,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,126,2018,5,0,0,0,125.45,2,0,1,3,5,736829,144.26749999999998,0.0,41.81666666666667,0.03937007874015748,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,5,2017,12,0,0,0,69.0,0,0,1,2,2,736680,79.35,0.0,34.5,0.3333333333333333,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,156,2018,9,0,0,0,116.1,0,1,0,2,3,736962,133.515,0.0,58.05,0.01910828025477707,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,61,2018,4,0,0,0,76.58,0,1,0,2,4,736795,88.067,0.0,38.29,0.06451612903225806,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,16,2018,2,0,0,0,86.0,0,0,1,1,1,736731,98.89999999999999,0.0,86.0,0.058823529411764705,0.8660254037844386,0.5000000000000001,Desayuno,0,Business,0,1,0,Estándar,1,1
0,151,2018,1,0,0,0,70.0,0,0,1,1,2,736713,80.5,0.0,70.0,0.013157894736842105,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,104,2018,8,0,0,0,150.3,0,1,0,3,4,736930,172.845,0.0,50.1,0.0380952380952381,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,106,2018,10,0,0,0,113.4,2,0,1,1,3,736974,130.41,0.0,113.4,0.028037383177570093,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
1,2,2018,1,0,0,0,98.0,1,0,1,2,2,736716,112.69999999999999,0.0,49.0,0.6666666666666666,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,147,2018,8,0,0,0,137.7,0,1,0,3,3,736928,158.35499999999996,0.0,45.9,0.02027027027027027,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,78,2018,3,0,0,0,100.0,0,1,0,2,3,736778,114.99999999999999,0.0,50.0,0.0379746835443038,1.0,6.123233995736766e-17,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,31,2017,10,0,0,0,94.5,2,0,1,1,4,736613,108.675,0.0,94.5,0.125,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,59,2018,8,0,0,0,144.9,1,0,1,2,1,736917,166.635,0.0,72.45,0.016666666666666666,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,7,2018,6,0,0,0,151.0,1,0,1,2,4,736854,173.64999999999998,0.0,75.5,0.5,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,15,2018,4,0,0,0,148.5,2,0,1,3,4,736791,170.77499999999998,0.0,49.5,0.25,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,104,2018,4,0,0,0,72.25,1,1,0,2,4,736802,83.08749999999999,0.0,36.125,0.0380952380952381,0.8660254037844387,-0.4999999999999998,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,63,2018,8,0,0,0,144.1,0,0,1,2,3,736915,165.71499999999997,0.0,72.05,0.046875,-0.8660254037844385,-0.5000000000000004,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,134,2018,7,0,0,0,89.25,0,0,1,2,4,736888,102.63749999999999,0.0,44.625,0.02962962962962963,-0.4999999999999997,-0.8660254037844388,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,377,2018,10,0,0,0,115.0,1,1,0,2,2,736981,132.25,0.0,57.5,0.005291005291005291,-0.8660254037844386,0.5000000000000001,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,192,2018,6,0,0,0,95.0,0,0,1,1,2,736869,109.24999999999999,0.0,95.0,0.010362694300518135,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,50,2018,12,1,0,2,67.5,1,0,1,1,2,737041,77.625,0.6666666666666666,67.5,0.0392156862745098,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,163,2018,10,0,0,0,115.0,0,1,0,1,3,736982,132.25,0.0,115.0,0.018292682926829267,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,30,2018,6,0,0,0,140.0,0,0,1,2,2,736847,161.0,0.0,70.0,0.06451612903225806,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,188,2018,6,0,0,0,130.0,0,1,0,1,2,736860,149.5,0.0,130.0,0.010582010582010581,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,279,2018,9,0,0,0,177.3,0,1,0,4,7,736957,203.895,0.0,44.325,0.025,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,0,1,Premium,2,2
0,308,2018,12,0,0,0,71.91,0,1,0,2,5,737057,82.69649999999999,0.0,35.955,0.016181229773462782,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,2
0,105,2018,4,0,0,0,75.0,0,1,0,2,1,736790,86.25,0.0,37.5,0.009433962264150943,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,9,2018,10,0,0,0,137.63,1,0,1,2,4,736996,158.2745,0.0,68.815,0.4,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,1,2017,9,0,0,0,102.41,0,0,1,2,5,736592,117.77149999999999,0.0,51.205,2.5,-1.0,-1.8369701987210297e-16,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,193,2018,9,0,0,0,93.09,1,1,0,2,3,736966,107.0535,0.0,46.545,0.015463917525773196,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,2,2018,4,0,0,0,90.47,1,0,1,3,2,736785,104.0405,0.0,30.156666666666666,0.6666666666666666,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,71,2018,5,0,0,0,98.0,0,0,1,1,3,736824,112.69999999999999,0.0,98.0,0.041666666666666664,0.49999999999999994,-0.8660254037844387,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,27,2018,6,0,0,0,120.0,0,0,1,2,1,736854,138.0,0.0,60.0,0.03571428571428571,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,418,2018,9,0,0,0,107.0,0,1,0,2,3,736963,123.05,0.0,53.5,0.007159904534606206,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,2
0,0,2018,3,1,0,6,65.0,1,0,1,1,1,736774,74.75,0.8571428571428571,65.0,1.0,1.0,6.123233995736766e-17,Desayuno,0,Business,1,0,0,Económica,0,1
0,89,2018,12,0,0,0,79.2,2,0,1,1,3,737045,91.08,0.0,79.2,0.03333333333333333,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,0
0,39,2018,6,0,0,0,113.4,0,1,0,2,4,736872,130.41,0.0,56.7,0.1,1.2246467991473532e-16,-1.0,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,10,2017,9,0,0,0,159.75,1,0,1,4,4,736579,183.71249999999998,0.0,39.9375,0.36363636363636365,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,0,1,Premium,2,1
0,80,2018,9,0,0,0,168.3,0,0,1,2,4,736952,193.545,0.0,84.15,0.04938271604938271,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,1,0,Estándar,1,1
0,185,2018,12,0,0,0,103.5,0,0,1,2,3,737044,119.02499999999999,0.0,51.75,0.016129032258064516,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,88,2018,12,0,0,0,93.6,0,1,0,2,2,737029,107.63999999999999,0.0,46.8,0.02247191011235955,-2.4492935982947064e-16,1.0,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,2,2017,12,0,0,0,63.75,1,0,1,2,2,736680,73.3125,0.0,31.875,0.6666666666666666,-2.4492935982947064e-16,1.0,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,1,2018,4,0,0,0,89.0,1,0,1,2,2,736788,102.35,0.0,44.5,1.0,0.8660254037844387,-0.4999999999999998,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,32,2017,11,0,0,0,96.3,3,0,1,2,1,736647,110.74499999999999,0.0,48.15,0.030303030303030304,-0.5000000000000004,0.8660254037844384,Desayuno,0,Leisure,1,0,0,Económica,0,1
1,9,2018,4,0,0,0,125.33,1,0,1,2,3,736792,144.12949999999998,0.0,62.665,0.3,0.8660254037844387,-0.4999999999999998,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,198,2018,9,0,0,0,159.3,3,0,1,3,3,736959,183.195,0.0,53.1,0.01507537688442211,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,0,1,0,Estándar,1,0
0,39,2018,11,0,0,0,74.8,1,1,0,2,7,737013,86.02,0.0,37.4,0.175,-0.5000000000000004,0.8660254037844384,Sin Comida,2,Leisure,1,0,0,Económica,0,1
0,98,2018,9,0,0,0,95.0,1,0,1,2,4,736964,109.24999999999999,0.0,47.5,0.04040404040404041,-1.0,-1.8369701987210297e-16,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,92,2017,10,0,0,0,89.25,1,0,1,2,5,736608,102.63749999999999,0.0,44.625,0.053763440860215055,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,0
0,38,2018,9,0,0,0,170.1,1,0,1,2,3,736946,195.61499999999998,0.0,85.05,0.07692307692307693,-1.0,-1.8369701987210297e-16,Media Pensión,1,Leisure,1,0,0,Económica,0,1
0,19,2018,6,0,0,0,100.0,0,1,0,2,2,736867,114.99999999999999,0.0,50.0,0.1,1.2246467991473532e-16,-1.0,Desayuno,0,Business,1,0,0,Económica,0,1
0,2,2018,1,0,0,0,88.0,0,0,1,1,5,736696,101.19999999999999,0.0,88.0,1.6666666666666667,0.49999999999999994,0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,132,2018,7,0,0,0,90.9,1,0,1,1,2,736878,104.535,0.0,90.9,0.015037593984962405,-0.4999999999999997,-0.8660254037844388,Media Pensión,1,Leisure,1,0,0,Económica,0,0
0,273,2018,11,0,0,0,63.75,0,1,0,2,5,737020,73.3125,0.0,31.875,0.01824817518248175,-0.5000000000000004,0.8660254037844384,Sin Comida,2,Leisure,1,0,0,Económica,0,2
0,45,2017,10,0,0,0,85.5,2,0,1,1,3,736624,98.32499999999999,0.0,85.5,0.06521739130434782,-0.8660254037844386,0.5000000000000001,Desayuno,0,Leisure,1,0,0,Económica,0,1
0,132,2018,5,0,0,0,105.3,1,0,1,2,3,736830,121.09499999999998,0.0,52.65,0.022556390977443608,0.49999999999999994,-0.8660254037844387,Desayuno,0,Leisure,1,0,0,Económica,0,0
