lead_time,arrival_year,arrival_month,arrival_date,arrival_week_number,arrival_day_of_week,stays_in_weekend_nights,stays_in_week_nights,total_guests,total_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,room_type_value,meal_plan_value,market_segment_value,distribution_channel_value,customer_type_value,deposit_type_value,booking_status_Not_Canceled,avg_price_per_room
25,2016,1,10,3,6,4,6,1.0,10,1,0.0,0,0,0,0,1,0,0,2,1,0,2.0,2,0,0,1,39.0
25,2016,1,10,3,2,4,6,1.0,10,1,0.0,0,0,0,0,1,0,0,2,1,0,2.0,2,0,0,1,39.0
3,2016,1,19,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,3.0,2,0,0,1,29.0
0,2016,1,19,4,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,1,39.0
0,2016,1,19,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,51.0
0,2016,1,19,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,45.0
0,2016,1,19,4,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,0,5,0,2.0,2,0,0,1,58.0
1,2016,1,19,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,5,0,1.0,1,0,0,1,61.0
16,2016,1,13,3,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
21,2016,1,16,3,1,2,2,2.0,4,2,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,1,58.0
0,2016,1,19,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,4,0,3.0,2,0,0,1,37.0
23,2016,1,18,4,6,1,1,2.0,2,2,0.0,0,0,0,0,1,0,0,1,1,1,2.0,2,0,0,1,78.0
23,2016,1,18,4,2,1,1,2.0,2,2,0.0,0,0,0,0,1,0,0,1,1,1,2.0,2,0,0,1,78.0
0,2016,1,19,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,48.0
40,2016,1,13,3,2,2,5,1.0,7,1,0.0,0,0,0,0,2,0,1,0,1,1,3.0,2,0,0,1,39.79
4,2016,1,19,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
6,2016,1,20,4,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
0,2016,1,19,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
1,2016,1,18,4,5,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
5,2016,1,16,3,0,2,2,2.0,4,2,0.0,0,0,0,0,0,0,1,0,6,0,0.0,0,0,0,1,67.0
16,2017,1,12,2,5,2,3,2.0,5,2,0.0,0,1,0,1,0,0,1,2,6,0,0.0,0,1,0,1,75.0
33,2017,3,31,13,0,0,2,2.0,2,2,0.0,0,1,0,2,2,0,1,2,7,0,0.0,0,2,0,1,133.0
51,2016,1,16,3,4,2,3,1.0,5,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,39.0
11,2016,1,11,3,0,3,7,2.0,10,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,38.96
1,2016,1,19,4,1,0,2,1.0,2,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,40.0
55,2016,1,14,3,1,2,5,1.0,7,1,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,0,0,1,37.7
55,2016,1,14,3,5,2,5,2.0,7,2,0.0,0,0,0,0,0,0,1,0,1,1,3.0,2,0,0,1,55.4
5,2016,1,20,4,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,30.0
5,2016,1,20,4,1,0,1,1.0,1,1,0.0,0,0,0,0,1,0,0,1,1,0,3.0,2,0,0,1,29.0
4,2016,1,18,4,4,1,2,1.0,3,1,0.0,0,0,0,0,1,0,0,0,1,0,1.0,1,0,0,1,30.0
5,2016,1,20,4,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,26.0
5,2016,1,20,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,26.0
2,2016,1,20,4,3,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,48.0
2,2016,1,20,4,3,0,1,3.0,1,3,0.0,0,0,0,0,1,0,0,1,1,0,1.0,1,0,0,1,67.5
1,2016,1,19,4,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,1,0,2.0,2,0,0,1,56.0
0,2016,1,20,4,5,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,39.0
35,2016,1,19,4,5,0,2,3.0,2,2,1.0,0,0,0,0,0,0,0,2,1,0,3.0,2,1,0,1,36.25
35,2016,1,19,4,2,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,1,0,1,29.0
0,2016,1,18,4,4,1,2,2.0,3,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
25,2016,1,20,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,25.0
25,2016,1,20,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,25.0
0,2016,1,20,4,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,1,4,1,2.0,2,0,0,1,78.0
0,2016,1,20,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,30.0
2,2016,2,24,9,1,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,1.0,1,0,0,1,30.0
1,2016,5,3,19,1,0,1,1.0,1,1,0.0,0,1,0,2,0,0,0,0,4,0,3.0,1,0,0,1,81.0
2,2016,10,12,42,2,0,1,1.0,1,1,0.0,0,1,0,3,0,0,0,0,1,0,3.0,1,0,0,1,76.5
2,2017,2,16,7,0,0,1,1.0,1,1,0.0,0,1,0,4,0,0,0,0,1,0,3.0,1,2,0,1,35.0
55,2016,1,19,4,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,4,0,2.0,2,0,0,1,50.8
3,2016,1,21,4,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,30.0
0,2016,2,15,8,5,1,3,1.0,4,1,0.0,0,1,0,1,0,0,0,0,1,0,1.0,1,0,0,1,30.0
0,2016,3,14,12,2,1,3,1.0,4,1,0.0,0,1,0,2,0,0,0,0,1,0,1.0,1,0,0,1,30.0
1,2016,1,21,4,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,26.5
4,2016,1,18,4,4,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,38.0
0,2016,1,25,5,0,1,3,1.0,4,1,0.0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0,1,38.0
7,2016,1,18,4,4,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,27.0
6,2016,11,14,47,3,1,3,1.0,4,1,0.0,0,1,0,1,0,0,0,0,1,0,1.0,1,0,0,1,27.0
2,2017,1,25,4,0,0,2,1.0,2,1,0.0,0,1,0,2,0,0,0,0,1,0,1.0,1,1,0,1,35.0
1,2017,2,21,8,3,0,2,1.0,2,1,0.0,0,1,0,3,0,0,0,0,1,0,1.0,1,1,0,1,35.0
0,2016,1,21,4,5,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,4,0,2.0,2,0,0,1,40.0
1,2016,1,19,4,6,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,43.2
61,2016,1,19,4,6,0,3,2.0,3,2,0.0,0,0,0,0,1,0,1,1,5,0,2.0,2,0,0,1,65.4
3,2016,1,21,4,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,2,1,0,2.0,2,0,0,1,40.0
3,2016,2,25,9,1,0,1,1.0,1,1,0.0,0,1,0,1,0,0,1,2,1,0,2.0,2,0,0,1,43.0
3,2017,1,12,2,2,0,1,1.0,1,1,0.0,0,1,0,2,0,0,0,2,1,0,2.0,2,1,0,1,43.0
7,2017,3,8,10,4,0,1,1.0,1,1,0.0,0,1,0,3,0,0,1,2,1,0,2.0,2,1,0,1,55.0
3,2016,1,21,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,40.0
3,2016,2,25,9,1,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,2,1,0,2.0,2,0,0,1,43.0
3,2017,1,12,2,6,0,1,1.0,1,1,0.0,0,1,0,2,0,0,1,2,1,0,2.0,2,1,0,1,50.0
14,2016,1,21,4,4,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,59.4
4,2016,1,20,4,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,1,0,3.0,2,0,0,1,35.0
1,2016,1,17,4,5,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
0,2016,1,21,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,1,61.0
1,2016,1,21,4,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,0,0,1,40.0
3,2016,1,18,4,3,1,4,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
32,2016,1,20,4,6,0,3,2.0,3,2,0.0,0,0,0,0,0,0,0,1,4,0,3.0,2,0,0,1,37.0
4,2016,1,22,4,6,0,1,3.0,1,2,1.0,0,0,0,0,0,0,1,0,3,0,0.0,0,0,0,1,57.0
6,2016,11,26,48,1,0,1,2.0,1,2,0.0,0,1,0,1,0,0,1,1,1,0,0.0,0,2,0,1,49.0
0,2016,1,22,4,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
6,2016,1,19,4,6,0,4,2.0,4,2,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,60.8
18,2016,1,22,4,3,0,1,2.0,1,2,0.0,0,0,0,0,1,0,0,1,4,1,2.0,2,0,0,1,88.0
4,2016,1,17,4,4,2,4,2.0,6,2,0.0,0,0,0,0,1,0,1,1,4,1,3.0,2,0,0,1,69.0
37,2016,1,16,3,4,2,5,1.0,7,1,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,31.0
37,2016,1,16,3,0,2,5,1.0,7,1,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,31.0
0,2016,1,22,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
1,2016,1,22,4,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,38.0
27,2016,1,13,3,0,2,8,2.0,10,2,0.0,0,0,0,0,0,0,0,0,1,1,3.0,2,0,0,1,49.5
0,2016,1,22,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,30.5
11,2016,1,22,4,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,7,0,0.0,0,0,0,1,71.0
1,2016,1,22,4,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,38.0
1,2016,1,22,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,1,0,1,43.0
7,2016,1,21,4,4,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
16,2016,1,20,4,1,0,4,3.0,4,2,1.0,0,0,0,0,0,0,0,0,7,0,0.0,0,0,0,1,71.0
0,2016,1,23,4,4,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,2,0,1,29.0
7,2016,1,23,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,40.0
2,2016,1,23,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,48.0
0,2016,1,23,4,0,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,51.0
2,2016,1,23,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,48.0
41,2016,1,22,4,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,2,1,0,0.0,0,0,0,1,54.0
12,2016,1,20,4,3,0,4,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,26.1
3,2016,1,21,4,1,0,3,1.0,3,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,39.0
0,2016,1,23,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
3,2016,1,23,4,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
10,2016,1,22,4,3,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,5,0,0.0,0,0,0,1,52.8
4,2016,1,23,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,51.0
0,2016,1,23,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
0,2016,1,22,4,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
0,2016,1,22,4,0,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
2,2016,1,23,4,0,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,1,0,1,29.0
2,2016,1,23,4,4,0,1,3.0,1,2,1.0,0,0,0,0,1,0,0,2,1,0,3.0,2,1,0,1,36.25
0,2016,1,23,4,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
2,2016,1,23,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,1,0,1,29.0
0,2016,1,23,4,0,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,71.0
1,2016,1,16,3,2,2,6,1.0,8,1,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,39.13
0,2016,1,22,4,2,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,1,1,0,2.0,2,0,0,1,54.0
17,2016,1,22,4,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,4,0,2.0,2,0,0,1,44.8
19,2016,1,23,4,3,0,1,2.0,1,2,0.0,0,0,0,0,1,0,0,0,1,0,2.0,2,0,0,1,48.0
0,2016,1,23,4,4,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
1,2016,1,22,4,2,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
11,2016,1,23,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
0,2016,1,23,4,4,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,45.0
2,2016,2,7,7,1,2,0,2.0,2,2,0.0,0,1,0,1,1,0,0,0,1,0,0.0,0,0,0,1,55.0
0,2017,5,10,19,0,0,1,2.0,1,2,0.0,0,1,0,2,0,0,0,0,1,0,0.0,0,0,0,1,80.0
1,2016,1,22,4,5,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,48.0
1,2016,1,23,4,2,0,1,3.0,1,2,0.0,1,0,0,0,0,0,0,2,1,0,0.0,0,0,0,1,45.0
1,2016,1,23,4,3,0,1,3.0,1,2,0.0,1,0,0,0,0,0,0,2,1,0,0.0,0,0,0,1,62.0
1,2016,1,23,4,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,56.0
0,2016,1,22,4,1,0,2,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
1,2016,1,23,4,4,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,51.0
1,2016,1,23,4,6,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,1,6,0,0.0,0,0,0,1,61.0
0,2016,1,23,4,0,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,51.0
2,2016,1,16,3,4,2,6,1.0,8,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,38.1
13,2016,1,21,4,3,0,3,1.0,3,1,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,54.0
0,2016,1,23,4,2,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,45.0
2,2016,1,23,4,3,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,2,1,0,2.0,2,0,0,1,48.0
2,2016,1,23,4,4,0,1,4.0,1,3,1.0,0,0,0,0,0,0,1,0,8,0,2.0,2,0,0,1,92.0
3,2016,1,24,5,4,1,0,2.0,1,2,0.0,0,0,0,0,0,0,1,0,1,0,3.0,2,0,0,1,29.0
10,2016,1,21,4,5,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,26.1
10,2016,1,21,4,3,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,0,0,1,27.5
26,2016,1,21,4,3,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
0,2016,1,22,4,3,1,2,1.0,3,1,0.0,0,0,0,0,0,0,0,1,4,0,0.0,0,0,0,1,51.0
3,2016,1,23,4,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,48.0
153,2016,1,20,4,6,1,4,2.0,5,2,0.0,0,0,0,0,2,0,0,1,5,0,2.0,2,0,0,1,38.81
2,2016,1,25,5,4,1,1,2.0,2,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,51.0
5,2016,1,21,4,1,1,3,2.0,4,2,0.0,0,0,0,0,0,0,0,0,5,0,3.0,2,0,0,1,45.0
3,2016,1,23,4,0,1,1,2.0,2,2,0.0,0,0,0,0,0,0,1,0,6,0,0.0,0,0,0,1,61.0
17,2016,1,21,4,0,1,3,1.0,4,1,0.0,0,0,0,0,0,0,0,0,4,1,3.0,2,0,0,1,50.0
65,2016,1,23,4,0,2,1,2.0,3,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,59.4
0,2016,1,25,5,5,1,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,40.0
0,2016,2,17,8,6,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,2.0,2,0,0,1,43.0
0,2016,11,23,48,6,0,1,1.0,1,1,0.0,0,1,0,2,0,0,0,2,1,0,2.0,2,0,0,1,55.0
0,2017,2,15,7,1,0,1,1.0,1,1,0.0,0,1,0,3,0,0,0,2,1,0,2.0,2,0,0,1,55.0
0,2016,1,25,5,3,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,1,25,5,5,1,0,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,45.0
2,2016,1,24,5,4,2,0,1.0,2,1,0.0,0,0,0,0,1,0,0,0,1,0,3.0,2,0,0,1,25.0
7,2017,1,12,2,2,0,1,1.0,1,1,0.0,0,1,0,1,0,0,1,0,1,0,1.0,2,2,0,1,38.0
5,2017,3,14,11,5,0,2,1.0,2,1,0.0,0,1,0,2,0,0,1,1,1,0,1.0,2,0,0,1,38.5
0,2017,5,29,22,2,1,0,1.0,1,1,0.0,0,1,0,3,0,0,1,1,1,0,1.0,2,0,0,1,52.0
2,2017,7,19,29,4,0,1,1.0,1,1,0.0,0,1,0,4,1,0,1,1,1,0,1.0,2,0,0,1,142.0
0,2016,1,24,5,1,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,48.0
6,2016,1,24,5,6,2,0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,48.0
1,2016,1,21,4,2,2,3,2.0,5,2,0.0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,0,1,63.6
2,2016,1,25,5,0,1,0,2.0,1,2,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,48.0
0,2016,1,25,5,5,1,0,3.0,1,3,0.0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,1,75.0
1,2016,1,24,5,2,2,0,2.0,2,2,0.0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,1,45.0
0,2016,1,25,5,4,1,1,1.0,2,1,0.0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,1,39.0
1,2016,1,26,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
6,2016,1,26,5,0,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
1,2017,1,31,5,2,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,0.0,0,1,0,1,40.0
6,2016,1,26,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
4,2016,1,26,5,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,38.0
4,2016,1,26,5,1,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,38.0
0,2016,1,26,5,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,40.0
0,2016,1,25,5,1,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,40.0
0,2016,1,26,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,3,7,11,6,1,0,2.0,1,2,0.0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0,1,40.0
0,2016,1,25,5,0,1,1,1.0,2,1,0.0,0,0,0,0,0,0,0,0,1,0,2.0,2,0,0,1,40.0
0,2016,1,26,5,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,34.4
6,2016,12,13,51,3,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,3.0,2,2,0,1,30.0
1,2016,1,26,5,5,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,1,0,3.0,2,0,0,1,29.0
0,2016,1,26,5,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,1,28,5,3,0,1,1.0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,1,26,5,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,27.0
5,2016,1,26,5,5,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,1,25.0
2,2016,1,20,4,3,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,1,0,3.0,2,0,0,1,36.14
1,2016,1,26,5,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,1,5,0,0.0,0,0,0,1,58.0
1,2016,1,26,5,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,40.0
0,2016,1,26,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,2.0,2,0,0,1,40.0
1,2016,1,26,5,0,0,1,4.0,1,3,1.0,0,0,0,0,0,0,1,0,8,0,2.0,2,0,0,1,92.0
0,2016,1,26,5,3,0,1,3.0,1,3,0.0,0,0,0,0,0,0,1,0,3,0,0.0,0,0,0,1,50.0
0,2016,1,26,5,6,0,1,3.0,1,3,0.0,0,0,0,0,0,0,0,0,3,0,0.0,0,0,0,1,50.0
4,2016,1,22,4,3,2,3,1.0,5,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,39.0
4,2016,1,22,4,0,2,3,1.0,5,1,0.0,0,0,0,0,0,0,0,1,1,0,2.0,2,0,0,1,39.0
30,2016,1,18,4,0,3,7,2.0,10,2,0.0,0,0,0,0,1,0,0,1,5,1,3.0,2,0,0,1,81.0
2,2016,1,27,5,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,1,1,0,2.0,2,0,0,1,40.0
3,2016,1,25,5,1,1,2,1.0,3,1,0.0,0,0,0,0,0,0,1,0,1,0,1.0,1,0,0,1,33.0
31,2016,1,26,5,6,0,2,2.0,2,2,0.0,0,0,0,0,0,0,1,0,1,1,3.0,2,0,0,1,61.0
0,2016,1,27,5,0,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,40.0
0,2016,4,6,15,4,0,2,2.0,2,2,0.0,0,1,0,1,2,0,0,0,4,0,2.0,2,0,0,1,75.0
0,2016,11,8,46,6,0,3,2.0,3,2,0.0,0,1,0,2,0,0,0,0,1,0,0.0,0,0,0,1,47.0
0,2016,12,6,50,4,0,1,2.0,1,2,0.0,0,1,0,3,2,0,0,0,1,0,0.0,0,0,0,1,61.0
0,2016,1,27,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,45.0
17,2016,1,21,4,1,2,5,2.0,7,2,0.0,0,0,0,0,0,0,0,1,5,0,2.0,2,0,0,1,52.8
7,2016,1,27,5,5,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,30.0
0,2016,1,27,5,2,0,1,1.0,1,1,0.0,0,0,0,0,1,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,1,27,5,1,0,1,2.0,1,2,0.0,0,0,0,0,0,0,0,0,4,0,0.0,0,0,0,1,45.0
1,2016,1,27,5,3,0,1,2.0,1,2,0.0,0,0,0,0,0,0,1,1,4,0,2.0,2,0,0,1,56.0
1,2016,1,24,5,2,2,2,1.0,4,1,0.0,0,0,0,0,2,0,0,0,1,0,2.0,2,0,0,1,40.0
3,2016,1,28,5,3,0,1,1.0,1,1,0.0,0,0,0,0,0,0,1,0,1,0,3.0,2,0,0,1,31.0
3,2016,1,28,5,4,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,1.0,1,0,0,1,39.0
3,2016,1,28,5,0,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,1,28,5,6,0,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,1,39.0
0,2016,5,10,20,3,0,2,1.0,2,1,0.0,0,1,0,1,1,0,0,0,1,0,0.0,0,0,0,1,42.0
